Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobStability,IncomePerYearWorked,PromotionWaitTime,AgeGroup,OvertimeImpact,YearsLeftForRetirement,PromotionFrequency,DistanceEffect,OvertimePayRatio,WorkLifeBalanceImpact,YearsInRoleVsYearsAtCompany,JobSatisfactionPerformance,RelativeIncomeToDeptAvg,PerformancePerSatisfaction,SatisfactionPerformanceRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Attrition
35,1214,1,3,2,0,30,2,1,3,2859,26278,1,0,18,3,1,80,0,6,3,3,6,4,0,4,6.0,476.5,6,0.0,False,25,6.0,1214,0.0,0,0.6666666666666666,9,-3422.252861602497,1.0,1.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
55,111,1,2,1,0,70,3,3,4,10239,18092,3,0,14,3,4,80,1,24,4,3,1,0,1,0,8.0,10239.0,0,0.0,False,5,0.5,111,0.0,0,0.0,12,3279.82735426009,0.75,1.3333333333333333,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38,573,6,3,2,1,79,1,2,4,5329,15717,7,1,12,3,4,80,3,17,3,3,13,11,1,9,2.4285714285714284,409.9230769230769,12,0.0,False,22,6.5,3438,0.0001876524676299,3,0.8461538461538461,12,-952.2528616024974,0.75,1.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
34,1153,1,2,1,0,94,3,2,2,4325,17736,1,0,15,3,3,80,0,5,2,3,5,2,1,3,5.0,865.0,4,0.0,False,26,2.5,1153,0.0,0,0.4,6,-1956.2528616024968,1.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
56,1400,7,3,4,0,49,1,3,4,7260,21698,4,0,11,3,1,80,0,37,3,2,6,4,0,2,9.25,1210.0,6,0.0,False,4,6.0,9800,0.0,0,0.6666666666666666,12,978.7471383975026,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23,541,2,1,3,0,62,3,1,1,2322,9518,3,0,13,3,3,80,1,3,3,3,0,0,0,0,1.0,2322.0,0,0.0,False,37,0.0,1082,0.0,0,0.0,3,-4637.17264573991,3.0,0.3333333333333333,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
51,432,9,4,4,0,96,3,1,4,2075,18725,3,0,23,4,2,80,2,10,4,3,4,2,0,3,3.333333333333333,518.75,4,0.0,False,9,4.0,3888,0.0,0,0.5,16,-4206.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
30,288,2,3,3,0,99,2,2,4,4152,15830,1,0,19,3,1,80,3,11,3,3,11,10,10,8,11.0,377.45454545454544,1,0.0,False,30,1.0,576,0.0,0,0.9090909090909092,12,-2129.252861602497,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46,669,9,2,3,0,64,2,3,4,9619,13596,1,0,16,3,4,80,0,9,3,3,9,8,4,7,9.0,1068.7777777777778,5,0.0,False,14,1.8,6021,0.0,0,0.8888888888888888,12,2659.82735426009,0.75,1.3333333333333333,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
40,530,1,4,3,0,78,2,4,2,13503,14115,1,0,22,4,4,80,1,22,3,2,22,3,11,11,22.0,613.7727272727273,11,0.0,False,20,1.8333333333333333,530,0.0,0,0.1363636363636363,8,7221.747138397503,2.0,0.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,632,21,4,3,0,71,3,2,4,5441,8423,1,1,22,4,4,80,0,11,2,1,10,7,1,0,11.0,544.1,9,0.0,True,9,5.0,13272,0.0001837897445322,1,0.7,16,-1518.17264573991,1.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30,1334,4,2,3,1,63,2,2,2,5209,19760,1,1,12,3,2,80,3,11,4,2,11,8,2,7,11.0,473.54545454545456,9,0.0,False,30,3.6666666666666665,5336,0.0001919754271453,2,0.7272727272727273,6,-1750.17264573991,1.5,0.6666666666666666,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
46,638,1,3,3,0,40,2,3,1,10673,3142,2,1,13,3,3,80,1,21,5,2,10,9,9,5,10.5,1067.3,1,0.0,False,14,1.0,638,9.3694368968425e-05,2,0.9,3,4391.747138397503,3.0,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,1093,6,4,2,0,87,3,2,3,5010,24301,1,0,16,3,1,80,0,12,0,3,11,8,5,7,12.0,455.45454545454544,6,0.0,False,28,1.8333333333333333,6558,0.0,0,0.7272727272727273,9,-1949.17264573991,1.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
54,1217,2,4,1,1,60,3,3,3,13549,24001,9,0,12,3,1,80,1,16,5,1,4,3,0,3,1.7777777777777777,3387.25,4,0.0,False,6,4.0,2434,0.0,0,0.75,9,7267.747138397503,1.0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
24,1353,3,2,1,1,33,3,2,3,4999,17519,1,0,21,4,1,80,1,4,2,2,3,2,0,2,4.0,1666.3333333333333,3,0.0,False,36,3.0,4059,0.0,0,0.6666666666666666,12,-1960.17264573991,1.3333333333333333,0.75,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
28,120,4,3,2,0,43,3,2,3,4221,8863,1,0,15,3,2,80,0,5,3,4,5,4,0,4,5.0,844.2,5,0.0,False,32,5.0,480,0.0,0,0.8,9,-2738.17264573991,1.0,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
58,682,10,4,4,0,37,3,4,3,13872,24409,1,0,13,3,3,80,0,38,1,2,37,10,1,8,38.0,374.9189189189189,36,0.0,False,2,18.5,6820,0.0,0,0.2702702702702703,9,6912.82735426009,1.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
44,489,23,3,2,0,67,3,2,2,2042,25043,4,0,12,3,3,80,1,17,3,4,3,2,1,2,4.25,680.6666666666666,2,0.0,False,16,1.5,11247,0.0,0,0.6666666666666666,6,-4239.252861602497,1.5,0.6666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
37,807,6,4,3,0,63,3,1,1,2073,23648,4,1,22,4,4,80,0,7,3,3,3,2,0,2,1.75,691.0,3,0.0,False,23,3.0,4842,0.0004823926676314,3,0.6666666666666666,4,-4581.507936507936,4.0,0.25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
32,827,1,1,4,0,71,3,1,1,2956,15178,1,0,13,3,4,80,0,1,2,3,1,0,0,0,1.0,2956.0,1,0.0,False,28,1.0,827,0.0,0,0.0,3,-3325.252861602497,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20,871,6,3,4,1,66,2,1,4,2926,19783,1,1,18,3,2,80,0,1,5,3,1,0,1,0,1.0,2926.0,0,0.0,False,40,0.5,5226,0.0003417634996582,3,0.0,12,-3355.252861602497,0.75,1.3333333333333333,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
34,665,6,4,1,1,41,3,2,3,4809,12482,1,0,14,3,3,80,0,16,3,3,16,13,2,10,16.0,300.5625,14,0.0,False,26,5.333333333333333,3990,0.0,0,0.8125,9,-1472.2528616024974,1.0,1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
37,1040,2,2,3,0,100,2,2,4,5163,15850,5,0,14,3,4,80,1,17,2,4,1,0,0,0,3.4,5163.0,1,0.0,False,23,1.0,2080,0.0,0,0.0,12,-1118.2528616024974,0.75,1.3333333333333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1420,2,4,3,1,32,2,5,4,18844,21922,9,0,21,4,4,80,1,30,3,3,3,2,2,2,3.333333333333333,6281.333333333333,1,0.0,False,1,1.0,2840,0.0,0,0.6666666666666666,16,12189.492063492064,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50,1115,1,3,1,1,73,3,5,2,18172,9755,3,1,19,3,1,80,0,28,1,2,8,3,0,7,9.333333333333334,2271.5,8,0.0,False,10,8.0,1115,5.50297160466652e-05,2,0.375,6,11890.747138397504,1.5,0.6666666666666666,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25,240,5,3,3,0,46,2,2,3,5744,26959,1,1,11,3,4,80,0,6,1,3,6,4,0,3,6.0,957.3333333333334,6,0.0,False,35,6.0,1200,0.0001740947075208,3,0.6666666666666666,9,-1215.17264573991,1.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
25,1280,7,1,4,0,64,2,1,4,2889,26897,1,0,11,3,3,80,2,2,2,3,2,2,2,1,2.0,1444.5,0,0.0,False,35,0.6666666666666666,8960,0.0,0,1.0,12,-3392.252861602497,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
22,534,15,3,2,1,59,3,1,4,2871,23785,1,0,15,3,3,80,0,1,5,3,0,0,0,0,1.0,2871.0,0,0.0,False,38,0.0,8010,0.0,0,0.0,12,-3410.252861602497,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
51,1456,1,4,1,1,30,2,3,1,7484,25796,3,0,20,4,3,80,0,23,1,2,13,12,12,8,7.666666666666667,575.6923076923077,1,0.0,False,9,1.0,1456,0.0,0,0.9230769230769232,4,1202.7471383975026,4.0,0.25,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
34,658,7,3,1,0,66,1,2,3,6074,22887,1,1,24,4,4,80,0,9,3,3,9,7,0,6,9.0,674.8888888888889,9,0.0,False,26,9.0,4606,0.0001646361540994,3,0.7777777777777778,12,-207.25286160249743,1.3333333333333333,0.75,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
54,142,26,3,4,1,30,4,4,4,17328,13871,2,1,12,3,3,80,0,23,3,3,5,3,4,4,11.5,3465.6,1,0.0,True,6,1.0,3692,5.771006463527239e-05,3,0.6,12,10673.492063492064,0.75,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,1127,18,1,2,0,52,3,1,3,2774,13257,1,0,12,3,3,80,1,6,2,3,5,3,1,2,6.0,554.8,4,0.0,False,36,2.5,20286,0.0,0,0.6,9,-3507.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
34,1031,6,4,3,1,45,2,2,2,4505,15000,6,0,15,3,3,80,1,12,3,3,1,0,0,0,2.0,4505.0,1,0.0,False,26,1.0,6186,0.0,0,0.0,6,-1776.2528616024974,1.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,1189,3,3,3,0,87,3,3,4,7428,14506,2,0,12,3,1,80,0,12,3,3,5,3,1,3,6.0,1485.6,4,0.0,False,23,2.5,3567,0.0,0,0.6,12,468.82735426009,0.75,1.3333333333333333,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34,1354,5,3,3,1,45,2,3,1,11631,5615,2,0,12,3,4,80,0,14,6,3,11,10,5,8,7.0,1057.3636363636365,6,0.0,False,26,1.8333333333333333,6770,0.0,0,0.9090909090909092,3,5349.747138397503,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
36,1467,11,2,2,1,92,3,3,4,9738,22952,1,0,14,3,3,80,1,10,6,3,9,7,2,8,10.0,1082.0,7,0.0,False,24,3.0,16137,0.0,0,0.7777777777777778,12,2778.82735426009,0.75,1.3333333333333333,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
36,922,3,2,1,1,39,3,1,4,2835,2561,5,0,22,4,1,80,1,7,2,3,1,0,0,0,1.4,2835.0,1,0.0,False,24,1.0,2766,0.0,0,0.0,16,-3446.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,394,26,2,3,0,92,3,4,4,16959,19494,1,1,12,3,4,80,2,25,3,4,25,12,4,12,25.0,678.36,21,0.0,True,17,5.0,10244,5.896574090453446e-05,4,0.48,12,9999.827354260093,0.75,1.3333333333333333,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
30,1312,23,3,1,0,96,1,1,3,2613,22310,1,0,25,4,3,80,3,10,2,2,10,7,0,9,10.0,261.3,10,0.0,False,30,10.0,30176,0.0,0,0.7,12,-3668.2528616024974,1.3333333333333333,0.75,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,750,22,2,3,0,95,3,2,2,6146,15480,1,0,13,3,1,80,1,8,2,4,7,7,0,7,8.0,878.0,7,0.0,False,27,7.0,16500,0.0,0,1.0,6,-813.17264573991,1.5,0.6666666666666666,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
56,441,14,4,2,1,72,3,1,2,4963,4510,9,1,18,3,1,80,3,7,2,3,5,4,4,3,0.7777777777777778,992.6,1,0.0,True,4,1.0,6174,0.000201491033649,3,0.8,6,-1318.2528616024974,1.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
51,684,6,3,1,0,51,3,5,3,19537,6462,7,0,13,3,3,80,0,23,5,3,20,18,15,15,3.2857142857142856,976.85,5,0.0,False,9,1.25,4104,0.0,0,0.9,9,13255.747138397504,1.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31,249,6,4,2,0,76,1,2,3,6172,20739,4,1,18,3,2,80,0,12,3,2,7,7,7,7,3.0,881.7142857142857,0,0.0,False,29,0.875,1494,0.0001620220349967,2,1.0,9,-787.17264573991,1.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
26,841,6,3,3,1,46,2,1,2,2368,23300,1,0,19,3,3,80,0,5,3,2,5,4,4,3,5.0,473.6,1,0.0,False,34,1.0,5046,0.0,0,0.8,6,-3913.2528616024974,1.5,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
58,147,23,4,4,1,94,3,3,4,10312,3465,1,0,12,3,4,80,1,40,3,2,40,10,15,6,40.0,257.8,25,0.0,False,2,2.5,3381,0.0,0,0.25,12,4030.747138397503,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
19,528,22,1,4,0,50,3,1,3,1675,26820,1,1,19,3,4,80,0,0,2,2,0,0,0,0,0.0,1675.0,0,0.0,True,41,0.0,11616,0.0005970149253731,2,0.0,9,-5284.17264573991,1.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
22,594,2,1,3,0,100,3,1,4,2523,19299,1,0,14,3,3,80,1,3,2,3,2,1,2,1,3.0,1261.5,0,0.0,False,38,0.6666666666666666,1188,0.0,0,0.5,12,-3758.2528616024974,0.75,1.3333333333333333,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
49,470,20,4,3,1,96,3,2,1,6567,5549,1,0,14,3,3,80,0,16,2,2,15,11,5,11,16.0,437.8,10,0.0,False,11,2.5,9400,0.0,0,0.7333333333333333,3,285.74713839750257,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
43,957,28,3,2,1,72,4,1,3,4739,16090,4,0,12,3,4,80,0,18,2,3,3,2,1,2,4.5,1579.6666666666667,2,0.0,False,17,1.5,26796,0.0,0,0.6666666666666666,9,-1542.2528616024974,1.0,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
50,809,12,3,3,1,77,3,3,4,9208,6645,4,0,11,3,4,80,0,16,3,3,2,2,2,1,4.0,4604.0,0,0.0,False,10,0.6666666666666666,9708,0.0,0,1.0,12,2248.82735426009,0.75,1.3333333333333333,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,542,20,3,2,1,71,1,2,3,4559,24788,3,1,11,3,3,80,1,4,2,3,2,2,2,2,1.3333333333333333,2279.5,0,0.0,True,29,0.6666666666666666,10840,0.0002193463478833,3,1.0,9,-2400.17264573991,1.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
41,802,9,1,3,0,96,3,3,3,8189,21196,3,1,13,3,3,80,1,12,2,3,9,7,0,7,4.0,909.8888888888888,9,0.0,False,19,9.0,7218,0.0001221150323604,3,0.7777777777777778,9,1229.82735426009,1.0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,1355,25,1,3,1,61,3,1,3,2942,8916,1,0,23,4,4,80,1,8,3,3,8,7,5,7,8.0,367.75,3,0.0,False,34,1.3333333333333333,33875,0.0,0,0.875,12,-3712.507936507936,1.3333333333333333,0.75,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
36,216,6,2,2,0,84,3,2,2,4941,2819,6,0,20,4,4,80,2,7,0,3,3,2,0,1,1.1666666666666667,1647.0,3,0.0,False,24,3.0,1296,0.0,0,0.6666666666666666,8,-1340.2528616024974,2.0,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51,1150,8,4,1,0,53,1,3,4,10650,25150,2,0,15,3,4,80,0,18,2,3,4,2,0,3,9.0,2662.5,4,0.0,False,9,4.0,9200,0.0,0,0.5,12,4368.747138397503,0.75,1.3333333333333333,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
39,1329,4,4,4,1,47,2,2,3,5902,14590,4,0,14,3,3,80,1,17,1,4,15,11,5,9,4.25,393.4666666666666,10,0.0,False,21,2.5,5316,0.0,0,0.7333333333333333,9,-1057.17264573991,1.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25,959,28,3,1,0,41,2,2,3,8639,24835,2,0,18,3,4,80,0,6,3,3,2,2,2,2,3.0,4319.5,0,0.0,False,35,0.6666666666666666,26852,0.0,0,1.0,9,1679.82735426009,1.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30,1240,9,3,3,0,48,3,2,4,6347,13982,1,1,19,3,4,80,0,12,2,1,11,9,4,7,12.0,577.0,7,0.0,False,30,2.2,11160,0.0001575547502757,1,0.8181818181818182,12,-307.5079365079364,0.75,1.3333333333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
32,1033,9,3,1,1,41,3,1,1,4200,10224,7,0,22,4,1,80,0,10,2,4,5,4,0,4,1.4285714285714286,840.0,5,0.0,False,28,5.0,9297,0.0,0,0.8,4,-2081.252861602497,4.0,0.25,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
45,1316,29,3,3,0,83,3,1,4,3452,9752,5,0,13,3,2,80,0,9,2,2,6,5,0,3,1.8,575.3333333333334,6,0.0,False,15,6.0,38164,0.0,0,0.8333333333333334,12,-2829.252861602497,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
38,364,3,5,4,1,32,3,2,3,4317,2302,3,1,20,4,2,80,0,19,2,3,3,2,2,2,6.333333333333333,1439.0,1,0.0,False,22,1.0,1092,0.0002316423442205,3,0.6666666666666666,12,-1964.2528616024968,1.3333333333333333,0.75,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
30,438,18,3,1,1,75,3,1,3,2632,23910,1,0,14,3,3,80,0,5,4,2,5,4,0,4,5.0,526.4,5,0.0,False,30,5.0,7884,0.0,0,0.8,9,-3649.2528616024974,1.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
32,689,9,2,4,0,35,1,2,4,4668,22812,1,0,17,3,4,80,3,9,2,4,8,7,0,7,9.0,583.5,8,0.0,False,28,8.0,6201,0.0,0,0.875,12,-2291.17264573991,0.75,1.3333333333333333,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,201,5,3,4,1,84,3,1,1,3204,10415,5,0,14,3,4,80,1,8,3,3,3,2,2,2,1.6,1068.0,1,0.0,False,30,1.0,1005,0.0,0,0.6666666666666666,3,-3077.252861602497,3.0,0.3333333333333333,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30,1427,2,1,2,0,35,2,1,4,2720,11162,1,0,13,3,4,80,0,6,3,3,5,3,1,2,6.0,544.0,4,0.0,False,30,2.5,2854,0.0,0,0.6,12,-3561.252861602497,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
41,857,10,3,4,0,91,2,4,1,17181,12888,4,0,13,3,2,80,1,21,2,2,7,6,7,7,5.25,2454.428571428572,0,0.0,False,19,0.875,8570,0.0,0,0.8571428571428571,3,10899.747138397504,3.0,0.3333333333333333,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,933,9,4,3,0,94,3,1,1,2238,6961,2,0,21,4,4,80,1,7,2,3,5,0,1,4,3.5,447.6,4,0.0,False,19,2.5,8397,0.0,0,0.0,4,-4043.2528616024974,4.0,0.25,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19,1181,3,1,2,1,79,3,1,2,1483,16102,1,0,14,3,4,80,0,1,3,3,1,0,0,0,1.0,1483.0,1,0.0,False,41,1.0,3543,0.0,0,0.0,6,-4798.252861602497,1.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
40,1395,26,3,2,1,54,3,2,2,5605,8504,1,0,11,3,1,80,1,20,2,3,20,7,2,13,20.0,280.25,18,0.0,False,20,6.666666666666667,36270,0.0,0,0.35,6,-676.2528616024974,1.5,0.6666666666666666,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35,662,1,5,3,0,94,3,3,2,7295,11439,1,0,13,3,1,80,2,10,3,3,10,8,0,6,10.0,729.5,10,0.0,False,25,10.0,662,0.0,0,0.8,6,335.82735426009003,1.5,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
53,1436,6,2,2,0,34,3,2,3,2306,16047,2,1,20,4,4,80,1,13,3,1,7,7,4,5,6.5,329.42857142857144,3,0.0,False,7,1.4,8616,0.0004336513443191,1,1.0,12,-4653.17264573991,1.3333333333333333,0.75,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45,194,9,3,2,0,60,3,2,2,2348,10901,8,0,18,3,3,80,1,20,2,1,17,9,0,15,2.5,138.11764705882354,17,0.0,False,15,17.0,1746,0.0,0,0.5294117647058824,6,-3933.2528616024974,1.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,967,8,3,2,1,43,3,3,4,8998,15589,1,0,14,3,4,80,0,9,2,3,9,8,3,7,9.0,999.7777777777778,6,0.0,False,28,2.25,7736,0.0,0,0.8888888888888888,12,2038.82735426009,0.75,1.3333333333333333,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29,1496,1,1,4,0,41,3,2,3,4319,26283,1,0,13,3,1,80,1,10,1,3,10,7,0,9,10.0,431.9,10,0.0,False,31,10.0,1496,0.0,0,0.7,9,-1962.2528616024968,1.0,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
51,1169,7,4,2,0,34,2,2,3,6132,13983,2,0,17,3,3,80,0,10,2,3,1,0,0,0,5.0,6132.0,1,0.0,False,9,1.0,8183,0.0,0,0.0,9,-149.25286160249743,1.0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
58,1145,9,3,2,1,75,2,1,2,3346,11873,4,1,20,4,2,80,1,9,3,2,1,0,0,0,2.25,3346.0,1,0.0,False,2,1.0,10305,0.0002988643156007,2,0.0,8,-2935.252861602497,2.0,0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
40,630,4,4,3,0,67,2,3,4,10855,8552,7,0,11,3,1,80,1,15,2,2,12,11,2,11,2.142857142857143,904.5833333333334,10,0.0,False,20,4.0,2520,0.0,0,0.9166666666666666,12,3895.82735426009,0.75,1.3333333333333333,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34,303,2,4,3,1,75,3,1,3,2231,11314,6,0,18,3,4,80,1,6,3,3,4,3,1,2,1.0,557.75,3,0.0,False,26,2.0,606,0.0,0,0.75,9,-4728.17264573991,1.0,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,1256,19,1,3,0,80,3,1,4,2323,11992,1,0,24,4,1,80,2,2,6,3,2,2,2,2,2.0,1161.5,0,0.0,False,38,0.6666666666666666,23864,0.0,0,1.0,16,-3958.2528616024974,1.0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
27,691,9,3,4,0,57,3,1,2,2024,5970,6,0,18,3,4,80,1,6,1,1,2,2,2,2,1.0,1012.0,0,0.0,False,33,0.6666666666666666,6219,0.0,0,1.0,6,-4257.252861602497,1.5,0.6666666666666666,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28,440,21,3,3,0,42,3,1,4,2713,6672,1,0,11,3,3,80,1,5,2,1,5,2,0,2,5.0,542.6,5,0.0,False,32,5.0,9240,0.0,0,0.4,12,-3568.252861602497,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
57,334,24,2,3,0,83,4,3,4,9439,23402,3,1,16,3,2,80,1,12,2,1,5,3,1,4,4.0,1887.8,4,0.0,True,3,2.5,8016,0.0001059434262104,1,0.6,12,3157.7471383975026,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1450,3,3,3,0,79,2,1,3,2566,25326,1,1,15,3,4,80,1,1,2,2,1,1,0,1,1.0,2566.0,1,0.0,False,33,1.0,4350,0.000389711613406,2,1.0,9,-3715.2528616024974,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
